SN,Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
6584,Maruti Swift AMT VVT VXI,2019,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,5621,First Owner,Trustmark Dealer,650000
6585,Toyota Etios VX,2017,Petrol,Manual,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,16.78 kmpl,25538,First Owner,Trustmark Dealer,625000
6586,Maruti Swift AMT ZXI,2018,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,69779,First Owner,Dealer,600000
6587,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,Manual,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,24.0 kmpl,56290,First Owner,Dealer,450000
6588,BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,7500,First Owner,Dealer,5400000
6589,BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,8500,First Owner,Dealer,5500000
6590,Honda Amaze V CVT Petrol BSIV,2019,Petrol,Automatic,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.0 kmpl,7032,First Owner,Trustmark Dealer,779000
6591,Skoda Rapid 1.6 MPI AT Elegance,2016,Petrol,Automatic,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,14.3 kmpl,11000,First Owner,Dealer,645000
6592,Volvo V40 D3 R-Design,2018,Diesel,Automatic,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,16.8 kmpl,2000,First Owner,Dealer,2475000
6593,Maruti Swift Dzire LDI,2019,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,70000,First Owner,Individual,558000
6594,Hyundai Santro Xing GLS,2010,Petrol,Manual,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,17.92 kmpl,56000,Third Owner,Individual,
6595,Hyundai i20 Sportz 1.4 CRDi,2012,Diesel,Manual,1396 CC,88.76 bhp,219.6Nm@ 1750-2750rpm,5,21.9 kmpl,80000,Second Owner,Individual,300000
6596,Hyundai Santro Magna BSIV,2019,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,5000,First Owner,Individual,
6597,Mahindra XUV500 W8 4WD,2012,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,100000,First Owner,Individual,900000
6598,BMW X5 3.0d,2008,Diesel,Automatic,2993 CC,235 bhp,"53@ 2,000-2,750(kgm@ rpm)",5,11.0 kmpl,60000,Third Owner,Individual,830000
6599,BMW 5 Series 520d Sedan,2008,Diesel,Automatic,,,,,,70000,Third Owner,Individual,890000
6600,Skoda Rapid 1.5 TDI Ambition,2014,Diesel,Manual,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5,21.14 kmpl,65000,Second Owner,Individual,640000
6601,Mahindra Scorpio S10 7 Seater,2015,Diesel,Manual,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,70000,Third Owner,Individual,900000
6602,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,Diesel,Manual,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7,18.2 kmpl,60000,First Owner,Individual,450000
6603,Maruti Ciaz 1.3 Alpha,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,82000,First Owner,Individual,825000
6604,Tata Aria Pleasure 4x2,2013,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,13.7 kmpl,80000,Second Owner,Individual,500000
6605,Mahindra KUV 100 mFALCON G80 K6 AW,2017,Petrol,Manual,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,18.15 kmpl,5000,Second Owner,Individual,325000
6606,Renault Duster 110PS Diesel RxL,2014,Diesel,Manual,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,19.01 kmpl,133000,First Owner,Individual,450000
6607,Honda WR-V i-VTEC VX,2017,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,17.5 kmpl,25000,Second Owner,Individual,675000
6608,Tata Zest Revotron 1.2 XT,2017,Petrol,Manual,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,17.57 kmpl,15000,First Owner,Individual,415000
6609,Hyundai Creta 1.4 CRDi S,2017,Diesel,Manual,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,21.38 kmpl,40000,First Owner,Individual,1100000
6610,Volkswagen Ameo 1.2 MPI Comfortline,2016,Petrol,Manual,1198 CC,73.75 bhp,110Nm@ 3750rpm,5,17.0 kmpl,35000,First Owner,Individual,500000
6611,Mahindra Bolero 2011-2019 ZLX,2014,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,70000,Second Owner,Individual,509999
6612,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2007,Diesel,Manual,2609 CC,120 bhp,290Nm@ 1800-2800rpm,9,10.5 kmpl,152000,Fourth & Above Owner,Individual,200000
6613,Maruti 800 AC BSIII,2007,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,100000,Second Owner,Individual,60000
6614,Hyundai Verna 1.6 CRDI,2013,Diesel,Manual,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,22.32 kmpl,80000,Second Owner,Individual,500000
6615,Tata Indica V2 DLE BSII,2009,Diesel,Manual,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5,17.2 kmpl,100000,Second Owner,Individual,45000
6616,Renault KWID RXT,2017,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,50000,First Owner,Individual,270000
6617,Hyundai i20 Active 1.2 S,2017,Petrol,Manual,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,17.19 kmpl,40000,First Owner,Individual,550000
6618,Renault KWID 1.0 RXT Optional,2016,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,60000,First Owner,Individual,235000
6619,Hyundai i20 1.2 Spotz,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,40000,First Owner,Individual,600000
6620,Honda Jazz 1.5 VX i DTEC,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,27.3 kmpl,60000,First Owner,Individual,525000
6621,Maruti Swift VDI,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,90000,First Owner,Individual,325000
6622,Maruti Swift Dzire ZDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,90000,First Owner,Individual,420000
6623,Maruti Alto K10 LXI,2014,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,60000,Second Owner,Individual,229999
6624,Maruti Swift Dzire ZDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,80000,Fourth & Above Owner,Individual,375000
6625,Mahindra Scorpio VLX 2WD BSIV,2012,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,12.05 kmpl,120000,First Owner,Individual,750000
6626,Tata Tiago 1.2 Revotron XZ,2018,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,40000,First Owner,Individual,400000
6627,Mahindra XUV500 W6 2WD,2013,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,91000,First Owner,Individual,600000
6628,Hyundai Santro Xing XK eRLX Euro II,2008,Petrol,Manual,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5,17.8 kmpl,80000,Third Owner,Individual,
6629,Maruti 800 AC,2007,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,73257,First Owner,Individual,45000
6630,Mahindra Bolero Pik-Up CBC 1.7T,2019,Diesel,Manual,2523 CC,70 bhp,200Nm@ 1400-2200rpm,2,0.0 kmpl,80000,First Owner,Individual,722000
6631,Tata Tiago 2019-2020 XZ,2020,Petrol,Manual,1199 CC,83.83 bhp,114Nm@ 3500rpm,5,23.84 kmpl,15000,First Owner,Individual,500000
6632,Hyundai Verna CRDi SX ABS,2007,Diesel,Manual,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,18.1 kmpl,110000,Second Owner,Individual,250000
6633,Skoda Rapid 1.5 TDI Ambition BSIV,2018,Diesel,Manual,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm,5,21.13 kmpl,40000,First Owner,Individual,950000
6634,Nissan Sunny Diesel XV,2013,Diesel,Manual,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,21.64 kmpl,212000,First Owner,Individual,375000
6635,Maruti Swift Dzire ZDI,2018,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,30000,First Owner,Individual,780000
6636,Hyundai Santro Asta BSIV,2018,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,30000,First Owner,Individual,
6637,Hyundai i20 1.2 Spotz,2017,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,30000,Second Owner,Individual,563000
6638,Tata Tiago 1.2 Revotron XZ,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,15000,First Owner,Individual,450000
6639,Toyota Innova Crysta 2.4 ZX AT,2020,Diesel,Automatic,2393 CC,147.51 bhp,360Nm@ 1400-2600rpm,7,13.68 kmpl,1000,First Owner,Individual,2300000
6640,Maruti 800 AC,1999,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,26320,First Owner,Individual,80000
6641,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,135000,Second Owner,Individual,320000
6642,Honda Civic 1.8 V MT,2008,Petrol,Manual,1799 CC,130 bhp,172Nm@ 4300rpm,5,13.5 kmpl,100000,Third Owner,Individual,375000
6643,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,120000,First Owner,Individual,400000
6644,Mahindra Xylo E8 ABS Airbag,2011,Diesel,Manual,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,14.0 kmpl,230000,First Owner,Individual,600000
6645,Renault KWID 1.0 RXT Optional,2016,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,60000,Second Owner,Individual,315000
6646,BMW 3 Series 320d Highline,2012,Diesel,Automatic,1995 CC,181 bhp,380Nm@ 1750-3000rpm,5,16.07 kmpl,80000,Second Owner,Individual,1100000
6647,Maruti Swift Dzire VDi,2010,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,190000,Second Owner,Individual,350000
6648,Maruti Eeco 5 Seater AC BSIV,2016,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,120000,First Owner,Individual,375000
6649,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8,12.99 kmpl,217000,Second Owner,Individual,1050000
6650,Ford Ikon 1.8 D,2005,Diesel,Manual,,,,,,90000,Third Owner,Individual,130000
6651,Maruti Celerio VXI,2015,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,29000,First Owner,Individual,350000
6652,Hyundai Santro Xing GL CNG,2011,CNG,Manual,,,,,,120000,Fourth & Above Owner,Individual,170000
6653,Maruti Wagon R LX Minor,2010,Petrol,Manual,1061 CC,67 bhp,84Nm@ 3500rpm,5,18.9 kmpl,,Third Owner,Individual,120000
6654,Mahindra XUV500 W6 2WD,2015,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,90000,First Owner,Individual,819999
6655,Hyundai i20 1.2 Asta Option,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,30000,First Owner,Individual,700000
6656,Maruti Celerio ZXI Optional AMT BSIV,2018,Petrol,Automatic,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,30000,Second Owner,Individual,451999
6657,Hyundai Grand i10 Magna,2016,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,56000,Third Owner,Individual,500000
6658,Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,8,12.99 kmpl,90000,First Owner,Individual,1250000
6659,Mahindra TUV 300 T8,2015,Diesel,Manual,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,18.49 kmpl,120000,First Owner,Individual,500000
6660,Maruti Swift VDI BSIV,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,60000,First Owner,Individual,490000
6661,Maruti Swift Dzire ZDi,2008,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,147000,Second Owner,Individual,200000
6662,Maruti Wagon R VXI BSIII,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,35000,First Owner,Individual,240000
6663,Hyundai i20 1.2 Spotz,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,19500,First Owner,Individual,655000
6664,Hyundai i20 Active 1.2 SX,2018,Petrol,Manual,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,17.19 kmpl,38426,First Owner,Individual,620000
6665,Maruti Swift VXI Windsong Limited edition,2015,Petrol,Manual,1197 CC,83.11 bhp,115Nm@ 4000rpm,5,20.4 kmpl,35000,Second Owner,Individual,450000
6666,Maruti Wagon R LXI BS IV,2014,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,35000,Second Owner,Individual,310000
6667,Maruti Alto LXi,2007,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,50000,Third Owner,Individual,150000
6668,Chevrolet Beat Diesel LT,2012,Diesel,Manual,936 CC,57.6 bhp,150Nm@ 1750rpm,5,25.44 kmpl,120000,First Owner,Individual,180000
6669,Tata Indica Vista TDI LS,2011,Diesel,Manual,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,19.4 kmpl,120000,First Owner,Individual,150000
6670,Ford Figo Diesel EXI,2011,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,112000,Second Owner,Individual,160000
6671,Mahindra Scorpio EX,2013,Diesel,Manual,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8,14.0 kmpl,70000,Third Owner,Individual,600000
6672,Skoda Rapid 1.6 TDI Ambition Plus Alloy,2012,Diesel,Manual,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5,20.5 kmpl,145000,First Owner,Individual,380000
6673,Tata Indigo LX,2007,Diesel,Manual,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,17.0 kmpl,135000,First Owner,Individual,120000
6674,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2011,Diesel,Manual,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,500000,Second Owner,Individual,350000
6675,Tata Indigo TDI,2012,Diesel,Manual,1405 CC,70 bhp,135.4Nm@ 2500,5,19.61 kmpl,146000,First Owner,Individual,135000
6676,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,18.9 kmpl,10000,First Owner,Individual,610000
6677,Volkswagen Polo 1.5 TDI Comfortline,2020,Diesel,Manual,1498 CC,88.5 bhp,230Nm@ 1500-2500rpm,5,20.14 kmpl,50000,First Owner,Individual,260000
6678,Hyundai Xcent 1.2 VTVT S,2017,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,20.14 kmpl,25000,First Owner,Individual,500000
6679,Renault KWID 1.0,2016,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,20000,First Owner,Individual,220000
6680,Honda Civic 1.8 S MT,2006,Petrol,Manual,1799 CC,130 bhp,172Nm@ 4300rpm,5,13.5 kmpl,70000,Second Owner,Individual,121000
6681,Tata Indigo CS eLX BS IV,2017,Diesel,Manual,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5,25.0 kmpl,50000,First Owner,Individual,350000
6682,Audi Q3 35 TDI Quattro Technology,2018,Diesel,Automatic,1968 CC,181 bhp,380Nm@ 1750-3000rpm,5,15.17 kmpl,25000,Second Owner,Individual,2200000
6683,Hyundai i20 1.4 CRDi Asta,2011,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,100000,Second Owner,Individual,280000
6684,Tata Nexon 1.2 Revotron XZ Plus,2020,Petrol,Manual,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5,17.0 kmpl,20000,First Owner,Individual,919999
6685,Hyundai i20 1.4 CRDi Asta,2011,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,155000,First Owner,Individual,320000
6686,Ford Figo Diesel LXI,2012,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,70000,Fourth & Above Owner,Individual,140000
6687,Maruti SX4 VDI,2012,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750rpm,5,21.5 kmpl,25000,Second Owner,Individual,310000
6688,Maruti 800 EX 5 Speed,2006,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,120000,Second Owner,Individual,65000
6689,Chevrolet Enjoy TCDi LTZ 7 Seater,2013,Diesel,Manual,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7,18.2 kmpl,90000,First Owner,Individual,300000
6690,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,Diesel,Automatic,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,13.6 kmpl,9000,First Owner,Dealer,2711000
6691,Lexus ES 300h,2019,Petrol,Automatic,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,22.37 kmpl,20000,First Owner,Dealer,5150000
6692,Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,Automatic,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,19.33 kmpl,45000,First Owner,Dealer,3200000
6693,Tata Safari Storme EX,2015,Diesel,Manual,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7,14.1 kmpl,110000,First Owner,Individual,503000
6694,Volvo XC40 D4 Inscription BSIV,2019,Diesel,Automatic,1969 CC,190 bhp,400Nm,5,18.0 kmpl,20000,First Owner,Individual,3800000
6695,Toyota Camry 2.5 Hybrid,2016,Petrol,Automatic,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,19.16 kmpl,68089,First Owner,Trustmark Dealer,2000000
6696,Maruti Wagon R LXI,2013,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,21.79 kmpl,58343,First Owner,Trustmark Dealer,225000
6697,Maruti Baleno Alpha 1.3,2018,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,27.39 kmpl,38817,First Owner,Dealer,740000
6698,Honda Jazz VX,2016,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.2 kmpl,56494,First Owner,Trustmark Dealer,550000
6699,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,12.99 kmpl,79328,Second Owner,Trustmark Dealer,750000
6700,Maruti Swift AMT VVT VXI,2019,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,5621,First Owner,Trustmark Dealer,650000
6701,Toyota Etios VX,2017,Petrol,Manual,1496 CC,88.73 bhp,132Nm@ 3000rpm,5,16.78 kmpl,25538,First Owner,Trustmark Dealer,625000
6702,Maruti Swift AMT ZXI,2018,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,69779,First Owner,Dealer,600000
6703,Hyundai Grand i10 1.2 CRDi Sportz,2017,Diesel,Manual,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5,24.0 kmpl,56290,First Owner,Dealer,450000
6704,BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,7500,First Owner,Dealer,5400000
6705,BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,8500,First Owner,Dealer,5500000
6706,Honda Amaze V CVT Petrol BSIV,2019,Petrol,Automatic,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.0 kmpl,7032,First Owner,Trustmark Dealer,779000
6707,Skoda Rapid 1.6 MPI AT Elegance,2016,Petrol,Automatic,1598 CC,103.5 bhp,153Nm@ 3800rpm,5,14.3 kmpl,11000,First Owner,Dealer,645000
6708,Volvo V40 D3 R-Design,2018,Diesel,Automatic,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5,16.8 kmpl,2000,First Owner,Dealer,2475000
6709,Mahindra XUV500 W8 2WD,2011,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,110000,Second Owner,Individual,575000
6710,Tata Xenon XT EX 4X2,2014,Diesel,Manual,2179 CC,138.03 bhp,320Nm@ 1750-2700rpm,5,13.49 kmpl,110000,Second Owner,Individual,440000
6711,Maruti Swift VDI,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,100000,Second Owner,Individual,380000
6712,Tata Manza Aura (ABS) Safire,2010,Petrol,Manual,1368 CC,90 bhp,116Nm@ 4750rpm,5,15.0 kmpl,116700,Fourth & Above Owner,Individual,140000
6713,Tata Zest Quadrajet 1.3 75PS XE,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,22.95 kmpl,25000,First Owner,Individual,475000
6714,Mahindra Xylo D2,2011,Diesel,Manual,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,13.0 kmpl,200000,Third Owner,Individual,200000
6715,Maruti Swift Ldi BSIV,2010,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,176062,First Owner,Individual,400000
6716,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,Diesel,Manual,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8,12.8 kmpl,250000,Third Owner,Individual,425000
6717,Hyundai Santro LP zipPlus,2003,Petrol,Manual,,,,,,70000,Second Owner,Individual,68000
6718,Honda Amaze Anniversary Edition,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.8 kmpl,82000,First Owner,Individual,509999
6719,Hyundai i10 Era 1.1 iTech SE,2010,Petrol,Manual,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5,19.81 kmpl,80000,First Owner,Individual,
6720,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,Diesel,Manual,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7,18.2 kmpl,40000,Second Owner,Individual,650000
6721,Jeep Compass 2.0 Longitude Option BSIV,2019,Diesel,Manual,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,17.1 kmpl,14000,First Owner,Individual,1850000
6722,Renault Duster 4x4,2014,Diesel,Manual,1461 CC,108.45 bhp,245Nm@ 1750rpm,5,19.72 kmpl,129000,First Owner,Individual,650000
6723,Fiat Punto EVO 1.3 Emotion,2016,Diesel,Manual,1248 CC,91.7 bhp,209Nm@ 2000rpm,5,20.5 kmpl,60000,Second Owner,Individual,360000
6724,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,Diesel,Automatic,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5,21.73 kmpl,82000,First Owner,Individual,650000
6725,Land Rover Range Rover Evoque 2.2L Pure,2013,Diesel,Automatic,2179 CC,187.7 bhp,420Nm@ 2000rpm,5,12.7 kmpl,77500,Third Owner,Individual,2000000
6726,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,Diesel,Manual,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7,18.2 kmpl,50000,Second Owner,Individual,675000
6727,Maruti 800 AC,2006,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,40000,Third Owner,Individual,50000
6728,Maruti Wagon R VXI Opt 1.2,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.52 kmpl,39500,First Owner,Individual,445000
6729,Hyundai Elite i20 Sportz Plus Diesel,2018,Diesel,Manual,1396 CC,88.76 bhp,224nm@ 1500-2750rpm,5,22.54 kmpl,40000,First Owner,Individual,750000
6730,Maruti Swift VDI,2012,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,56000,Second Owner,Individual,425000
6731,Peugeot 309 GLD,1997,Diesel,Manual,,,,,,110000,Third Owner,Individual,57000
6732,Hyundai i20 1.4 Asta Option,2017,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,54000,First Owner,Individual,850000
6733,Maruti Wagon R VXI BS IV,2016,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,20000,Second Owner,Individual,400000
6734,Tata Indica V2 eLX,2014,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,25.0 kmpl,55896,Second Owner,Individual,200000
6735,Honda Amaze SX i-DTEC,2016,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.8 kmpl,35000,First Owner,Individual,550000
6736,Honda Brio V MT,2012,Petrol,Manual,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,19.4 kmpl,97000,Second Owner,Individual,250000
6737,Maruti Alto 800 LXI,2014,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,120000,Second Owner,Individual,206000
6738,Hyundai EON Magna Plus,2014,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,50000,First Owner,Individual,290000
6739,Tata Nano Lx BSIV,2010,Petrol,Manual,624 CC,35 bhp,"48@ 3,000+/-500(NM@ rpm)",4,26.0 kmpl,30400,Fourth & Above Owner,Individual,45000
6740,Mahindra XUV300 W8 Option Diesel BSIV,2019,Diesel,Manual,1497 CC,115 bhp,300Nm@ 1500-2500rpm,5,20.0 kmpl,15000,First Owner,Individual,1200000
6741,Nissan Sunny Diesel XL,2012,Diesel,Manual,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,21.64 kmpl,110000,Third Owner,Individual,220000
6742,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,Diesel,Automatic,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5,14.84 kmpl,120000,Second Owner,Individual,515000
6743,Maruti Alto LX,2010,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,100000,First Owner,Individual,170000
